Frame,X_UL,Y_UL,W,H,PDET
1,447.420501708984,440.764068603516,104.332305908203,282.532318115234,0.99998105
1,1014.85278320312,431.518127441406,40.7178955078125,118.030334472656,0.999977
1,1098.05383300781,437.793548583984,38.2166748046875,110.689788818359,0.99997485
1,1256.27209472656,447.251129150391,33.232666015625,101.455230712891,0.99993265
1,1342.97924804688,414.170684814453,160.139282226562,366.620025634766,0.99975747
1,587.191955566406,444.198394775391,82.787109375,264.962921142578,0.9994393
1,548.63134765625,467.550689697266,32.8690795898438,89.4954528808594,0.99864084
1,1418.60998535156,421.730529785156,179.657836914062,349.728515625,0.9918834
1,637.557556152344,451.885375976562,59.1778564453125,194.837219238281,0.9493594
2,585.478271484375,446.267150878906,85.2374267578125,259.957824707031,0.99999726
2,442.961608886719,443.183227539062,110.858947753906,280.137573242188,0.9999908
2,1098.36645507812,437.853210449219,38.123779296875,110.68115234375,0.99997437
2,935.442138671875,432.683837890625,41.0591430664062,118.220947265625,0.9999677
2,1256.36987304688,447.102142333984,33.2913818359375,101.560272216797,0.9999281
2,1347.17846679688,414.84375,165.261840820312,372.469055175781,0.99970835
2,1013.87054443359,431.339202880859,41.2592163085938,118.998687744141,0.9996101
2,548.213073730469,466.913909912109,33.5831298828125,91.5158386230469,0.9994708
2,637.343566894531,452.940582275391,59.9755859375,195.865814208984,0.9975172
2,1434.23461914062,423.8525390625,171.787475585938,345.673217773438,0.99202466
3,446.505645751953,446.086822509766,104.742645263672,281.504608154297,0.9999751
3,935.682556152344,433.106842041016,40.124267578125,116.942169189453,0.9999672
3,1099.05700683594,437.198303222656,38.395751953125,112.128723144531,0.999949
3,1256.51257324219,446.924011230469,32.971923828125,101.566162109375,0.9999263
3,1014.33996582031,431.049407958984,41.3563232421875,119.141448974609,0.9996555
3,1346.52453613281,423.268218994141,181.979125976562,366.963958740234,0.9994122
3,588.367065429688,444.561401367188,82.98974609375,264.212219238281,0.99937755
3,1435.34204101562,427.705139160156,177.804077148438,345.784118652344,0.9993273
3,547.615783691406,464.814880371094,34.4563598632812,94.0950927734375,0.9988827
4,442.931365966797,441.888336181641,114.337432861328,284.061004638672,0.9999887
4,1015.12670898438,428.280792236328,40.7506103515625,119.377471923828,0.99998283
4,1099.1025390625,436.888244628906,38.4951171875,112.712585449219,0.99995685
4,1256.63562011719,447.058532714844,32.770751953125,101.401062011719,0.999949
4,589.411376953125,444.604919433594,80.8150634765625,265.376831054688,0.99985516
