Frame,X_UL,Y_UL,W,H,PDET
1,1290.50036621094,454.9296875,71.9964599609375,205.108337402344,0.9999999
1,1693.11682128906,382.859100341797,164.590209960938,355.427093505859,0.99999523
1,1253.95166015625,534.405822753906,62.1051025390625,121.406433105469,0.9999889
1,257.036804199219,450.361724853516,102.112152099609,258.884368896484,0.9998215
2,1293.84631347656,459.573211669922,72.496337890625,203.215728759766,0.99999964
2,1687.50903320312,384.317474365234,163.79931640625,355.136566162109,0.9999975
2,1255.72180175781,533.154052734375,60.1817626953125,125.658813476562,0.9999925
2,262.256225585938,449.59033203125,103.247802734375,261.203674316406,0.99992657
3,1291.78088378906,458.140930175781,75.3800048828125,206.190734863281,0.99999917
3,1683.55737304688,385.191009521484,167.425903320312,348.343475341797,0.9999987
3,1259.19641113281,533.648132324219,57.7882080078125,129.254028320312,0.9999769
3,262.717895507812,453.312561035156,104.529815673828,257.150695800781,0.9999454
4,1294.09655761719,458.849670410156,76.431884765625,201.789978027344,0.9999993
4,1687.951171875,385.7255859375,168.171142578125,350.302856445312,0.9999987
4,1264.1396484375,535.668884277344,59.022216796875,126.006469726562,0.99999595
4,265.50634765625,451.703552246094,104.386077880859,259.37939453125,0.9999515
5,1299.02722167969,454.927307128906,74.1563720703125,209.414123535156,0.99999964
5,267.34130859375,449.746643066406,102.636810302734,261.119262695312,0.99999666
5,1267.68200683594,534.521911621094,57.1923828125,126.980834960938,0.99999666
5,1684.47387695312,382.837738037109,168.506958007812,358.926727294922,0.9999943
6,1300.0078125,455.706634521484,78.3485107421875,207.340301513672,0.9999994
6,1685.65234375,379.853149414062,166.088989257812,360.821105957031,0.9999988
6,1266.73352050781,537.649291992188,57.7998046875,121.796203613281,0.9999981
6,268.885162353516,449.475311279297,105.898590087891,260.396331787109,0.999995
7,1302.88842773438,455.166534423828,78.341796875,205.186553955078,0.9999993
7,1679.50549316406,382.8232421875,164.188598632812,358.750366210938,0.9999976
7,1272.20983886719,535.515625,52.7491455078125,126.190795898438,0.9999871
7,270.571655273438,448.083526611328,105.034393310547,266.163787841797,0.99995875
8,1303.9052734375,452.458435058594,76.178466796875,207.836120605469,0.9999994
8,1678.50012207031,386.153991699219,163.680541992188,357.847717285156,0.9999962
8,276.833221435547,446.671295166016,106.315460205078,262.522430419922,0.9999776
8,1272.23034667969,536.953369140625,54.1099853515625,122.823364257812,0.9999621
9,1303.99975585938,452.389343261719,78.9239501953125,208.120178222656,0.99999917
9,1681.90319824219,384.060302734375,162.989135742188,361.886779785156,0.9999969
9,278.931549072266,448.928924560547,102.339416503906,260.031219482422,0.9999964
9,1272.73779296875,535.111999511719,54.7430419921875,124.82763671875,0.9999888
10,1308.24328613281,455.4111328125,80.0994873046875,207.857116699219,0.9999993
10,1679.53869628906,387.553527832031,163.631958007812,360.059204101562,0.9999875
10,277.861633300781,448.968383789062,107.230407714844,262.048278808594,0.99996984
10,1274.84985351562,537.125366210938,53.606201171875,124.846130371094,0.99993896
11,1308.52416992188,454.087768554688,80.05517578125,208.120483398438,0.9999995
11,1671.65612792969,386.492156982422,168.027221679688,358.638824462891,0.9999974
11,279.213592529297,448.50634765625,106.464996337891,260.05322265625,0.9999745
11,1278.08801269531,537.409606933594,51.5472412109375,125.312133789062,0.99993145
12,1311.83361816406,453.192993164062,77.510986328125,210.2314453125,0.9999995
12,1679.77038574219,383.1162109375,158.612182617188,366.833435058594,0.9999918
12,1278.30639648438,538.89990234375,53.807373046875,126.415832519531,0.999984
12,283.809661865234,445.326629638672,105.16015625,261.966583251953,0.9999113
13,1310.09851074219,453.617492675781,79.511962890625,207.846374511719,0.99999917
13,1675.34875488281,382.447479248047,158.691284179688,370.042938232422,0.9999914
13,1283.79650878906,536.580871582031,52.2877197265625,127.061401367188,0.99998796
13,283.860382080078,441.571136474609,107.361968994141,266.158172607422,0.99997985
13,1,219.146270751953,218.179946899414,730.817657470703,0.99987245
14,1315.30883789062,455.883453369141,79.8594970703125,207.118255615234,0.9999993
14,1666.38623046875,382.784027099609,176.961303710938,371.231536865234,0.9999957
14,1283.43420410156,538.342102050781,53.37890625,126.634094238281,0.9999877
14,290.580902099609,446.169555664062,104.448944091797,264.658325195312,0.9999807
14,1,218.622619628906,214.438919067383,719.038330078125,0.9999182
15,1314.95275878906,454.623352050781,77.9593505859375,210.289123535156,0.9999993
15,291.763641357422,445.159149169922,101.159729003906,263.021636962891,0.9999982
15,1662.04077148438,381.381439208984,170.370239257812,370.698516845703,0.9999969
15,1287.8056640625,534.721740722656,50.958251953125,128.910827636719,0.9999651
15,1,215.981994628906,226.492660522461,719.4814453125,0.99990416
16,1318.37976074219,455.853790283203,79.0677490234375,206.524810791016,0.9999988
16,1665.18798828125,378.77978515625,176.116333007812,367.7607421875,0.9999968
16,287.884613037109,443.071929931641,109.656555175781,261.704986572266,0.9999931
16,1291.29736328125,535.027709960938,52.4888916015625,127.509521484375,0.9999927
16,1,222.02912902832,220.830688476562,720.164413452148,0.99990857
17,1315.76171875,457.468780517578,80.9088134765625,206.074127197266,0.9999982
17,1663.64428710938,378.990447998047,177.370239257812,369.883453369141,0.9999969
17,291.825073242188,445.933349609375,107.184936523438,262.918029785156,0.9999814
17,1,224.274887084961,234.10676574707,711.34407043457,0.99991906
18,1649.24792480469,374.986328125,178.282104492188,379.139343261719,0.9999981
18,1318.20288085938,453.845977783203,78.027099609375,207.615386962891,0.9999974
18,1293.62109375,536.847045898438,51.997802734375,124.805603027344,0.999997
18,297.489471435547,443.813934326172,103.762573242188,262.190216064453,0.9999801
18,1,219.68034362793,240.336654663086,717.746109008789,0.999915
19,1322.65673828125,454.973266601562,76.78173828125,206.671081542969,0.99999857
19,1649.8759765625,373.209197998047,181.325561523438,382.510406494141,0.99999785
19,1291.90002441406,537.877807617188,53.965576171875,128.705932617188,0.99999774
19,305.898712158203,445.260070800781,98.621826171875,261.467102050781,0.9999943
19,1,229.718780517578,248.530151367188,700.305267333984,0.99992454
20,1326.62573242188,459.026214599609,73.044677734375,203.376800537109,0.99999905
20,1645.7373046875,375.914306640625,178.197387695312,383.892578125,0.99999833
20,1293.41076660156,534.62841796875,52.7725830078125,131.928283691406,0.9999976
20,307.531402587891,445.410064697266,99.5020446777344,263.724700927734,0.99997246
20,1,227.851959228516,270.192321777344,708.557769775391,0.99995935
21,1326.83752441406,458.821899414062,71.9671630859375,203.379760742188,0.99999917
21,1644.95532226562,370.432189941406,175.47900390625,384.84814453125,0.99999905
21,1295.26245117188,535.714050292969,53.5919189453125,129.586242675781,0.9999981
21,312.230072021484,445.744689941406,97.8281860351562,265.521362304688,0.9999945
21,1,233.009658813477,274.877899169922,707.702011108398,0.99996805
22,1327.1396484375,456.453735351562,70.1192626953125,204.99365234375,0.99999917
22,1641.46264648438,379.034454345703,180.961059570312,381.055694580078,0.99999857
22,1295.77514648438,536.436096191406,56.13525390625,128.273193359375,0.9999964
22,307.286346435547,448.809875488281,102.893280029297,257.297058105469,0.999995
22,1,237.871841430664,285.778900146484,696.438705444336,0.99998987
23,1329.85693359375,456.609649658203,73.2314453125,206.000030517578,0.9999995
23,1640.42687988281,380.292510986328,179.5361328125,377.882598876953,0.9999989
23,308.417358398438,447.499969482422,104.962280273438,260.824798583984,0.99999404
23,1,241.891906738281,305.797821044922,683.695739746094,0.99999285
23,1299.75854492188,535.9765625,52.50537109375,127.983581542969,0.9999846
24,1325.62219238281,458.283294677734,74.7218017578125,205.462127685547,0.9999989
24,1632.62976074219,377.983703613281,179.594116210938,387.875183105469,0.9999975
24,1,221.657073974609,314.998443603516,704.596099853516,0.99999523
24,309.472747802734,448.385498046875,105.231201171875,260.862609863281,0.9999939
25,306.770690917969,452.263397216797,105.243927001953,254.823638916016,0.9999994
25,1328.32763671875,454.125823974609,75.07666015625,211.909698486328,0.99999905
25,1638.52270507812,379.212219238281,177.642822265625,383.52099609375,0.9999982
25,1,219.14030456543,329.633148193359,706.929092407227,0.9999914
25,1299.67956542969,537.685974121094,53.6944580078125,126.885375976562,0.99998605
